"","site","year","month","ppt","tmax","tmin"
"867","SSM",1995,3,119.726005554199,18.3029003143311,4.39340019226074
"868","SSM",1995,4,28.57200050354,21.2043991088867,5.20069980621338
"869","SSM",1995,5,36.419002532959,25.5944004058838,9.19029998779297
"870","SSM",1995,6,20.576000213623,31.4337997436523,13.0750999450684
"871","SSM",1995,7,2.79800009727478,37.519401550293,18.2551002502441
"872","SSM",1995,8,14.7430009841919,38.1100006103516,19.3131999969482
"873","SSM",1995,9,12.0930004119873,33.9790000915527,15.3024997711182
"874","SSM",1995,10,0,26.9990997314453,7.36289978027344
"875","SSM",1995,11,7.38500022888184,21.0946006774902,3.55320000648499
"876","SSM",1995,12,11.8050003051758,14.9048004150391,-0.743900001049042
"877","SSM",1996,1,12.6960010528564,13.8902997970581,-1.35399997234344
"878","SSM",1996,2,43.7510032653809,17.5464992523193,3.21119999885559
"879","SSM",1996,3,15.0220003128052,20.4428005218506,3.96840000152588
"880","SSM",1996,4,4.03800010681152,25.1595001220703,7.6427001953125
"881","SSM",1996,5,9.57400035858154,30.9878997802734,12.1909999847412
"882","SSM",1996,6,0,37.0674018859863,16.1658000946045
"883","SSM",1996,7,21.4440002441406,38.7817001342773,20.7327995300293
"884","SSM",1996,8,0,38.8030014038086,19.9701995849609
"885","SSM",1996,9,13.4060010910034,32.2860984802246,14.5685997009277
"886","SSM",1996,10,16.0130004882812,25.0806999206543,8.17450046539307
"887","SSM",1996,11,52.8770027160645,17.5764999389648,2.99020004272461
"888","SSM",1996,12,33.2750015258789,12.0016002655029,0.0549999997019768
"889","SSM",1997,1,69.9900054931641,11.1497001647949,-0.592100024223328
"890","SSM",1997,2,16.1009998321533,15.1597995758057,0.537400007247925
